first_name,last_name,stock_id,trade_type,trader,trade_value,notes,notified_date,transaction_date
Tommy,Tuberville,X,Sale (Full),Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock Option Type: Short Sale Strike price: $20.00  Expires: 09/16/2022,03-11-2022,02-01-2022
Tommy,Tuberville,MSFT,Sale (Full),Joint,"$15,001 - $50,000",Microsoft Corporation - Common Stock Option Type: Short Sale Strike price: $265.00  Expires: 09/16/2022,03-11-2022,02-01-2022
Tommy,Tuberville,MRO,Sale (Full),Joint,"$1,001 - $15,000",Marathon Oil Corporation Common Stock Option Type: Short Sale Strike price: $20.00  Expires: 09/16/2022,03-11-2022,02-01-2022
Tommy,Tuberville,MRO,Sale (Full),Joint,"$1,001 - $15,000",Marathon Oil Corporation Common Stock Option Type: Short Sale Strike price: $20.00  Expires: 09/16/2022,03-11-2022,02-01-2022
Tommy,Tuberville,CLF,Sale (Full),Joint,"$15,001 - $50,000",Cleveland-Cliffs Inc. Common Stock Option Type: Short Sale Strike price: $22.00  Expires: 01/20/2023,03-11-2022,02-01-2022
Tommy,Tuberville,INTC,Sale (Full),Joint,"$1,001 - $15,000",Intel Corporation - Common Stock Option Type: Short Sale Strike price: $52.50  Expires: 09/16/2022,02-14-2022,01-05-2022
Tommy,Tuberville,GOLD,Purchase,Joint,"$50,001 - $100,000",Barrick Gold Corporation Common Stock (BC),02-14-2022,01-24-2022
Tommy,Tuberville,BABA,Purchase,Joint,"$15,001 - $50,000",Alibaba Group Holding Limited American Depositary Option Type: Put Strike price: $245.00  Expires: 01/21/2022,02-14-2022,01-14-2022
Tommy,Tuberville,QCOM,Sale (Full),Joint,"$15,001 - $50,000",QUALCOMM Incorporated - Common Stock Option Type: Short Sale Strike price: $170.00  Expires: 07/15/2022,02-14-2022,01-14-2022
Tommy,Tuberville,BABA,Purchase,Joint,"$15,001 - $50,000",Alibaba Group Holding Limited American Depositary Option Type: Put Strike price: $230.00  Expires: 09/16/2022,02-14-2022,01-14-2022
Tommy,Tuberville,BABA,Purchase,Joint,"$50,001 - $100,000",Alibaba Group Holding Limited American Depositary Option Type: Put Strike price: $230.00  Expires: 09/16/2022,02-14-2022,01-14-2022
Tommy,Tuberville,QCOM,Sale (Full),Joint,"$15,001 - $50,000",QUALCOMM Incorporated - Common Stock Option Type: Short Sale Strike price: $165.00  Expires: 01/20/2023,02-14-2022,01-14-2022
Tommy,Tuberville,CLF,Sale (Full),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $23.00  Expires: 07/15/2022,02-14-2022,01-14-2022
Tommy,Tuberville,CLF,Purchase,Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $23.00  Expires: 01/21/2022,02-14-2022,01-14-2022
Tommy,Tuberville,X,Sale (Full),Joint,"$15,001 - $50,000",United States Steel Corporation Common Stock Option Type: Short Sale Strike price: $25.00  Expires: 06/17/2022,02-14-2022,01-13-2022
Tommy,Tuberville,INTC,Purchase,Joint,"$15,001 - $50,000",Intel Corporation - Common Stock Option Type: Short Sale Strike price: $55.00  Expires: 01/20/2023,02-14-2022,01-12-2022
Tommy,Tuberville,WBA,Purchase,Joint,"$1,001 - $15,000","Walgreens Boots Alliance, Inc. - Common Stock",02-14-2022,01-12-2022
Tommy,Tuberville,VZ,Purchase,Joint,"$1,001 - $15,000",Verizon Communications Inc. Common Stock,02-14-2022,01-12-2022
Tommy,Tuberville,MMM,Purchase,Joint,"$1,001 - $15,000",3M Company Common Stock,02-14-2022,01-12-2022
Tommy,Tuberville,PFE,Purchase,Joint,"$1,001 - $15,000","Pfizer, Inc. Common Stock",02-14-2022,01-12-2022
Tommy,Tuberville,IBM,Purchase,Joint,"$1,001 - $15,000",International Business Machines Corporat,02-14-2022,01-12-2022
Tommy,Tuberville,INTC,Purchase,Joint,"$1,001 - $15,000",Intel Corporation - Common Stock,02-14-2022,01-12-2022
Tommy,Tuberville,KO,Purchase,Joint,"$1,001 - $15,000",Coca-Cola Company (The) Common Stock,02-14-2022,01-12-2022
Tommy,Tuberville,CSCO,Purchase,Joint,"$1,001 - $15,000","Cisco Systems, Inc. - Common Stock",02-14-2022,01-12-2022
Tommy,Tuberville,CVX,Purchase,Joint,"$1,001 - $15,000",Chevron Corporation Common Stock,02-14-2022,01-12-2022
Tommy,Tuberville,DOW,Purchase,Joint,"$1,001 - $15,000",Dow Inc. Common Stock,02-14-2022,01-12-2022
Tommy,Tuberville,AMGN,Purchase,Joint,"$1,001 - $15,000",Amgen Inc. - Common Stock,02-14-2022,01-12-2022
Tommy,Tuberville,INTC,Sale (Full),Joint,"$1,001 - $15,000",Intel Corporation - Common Stock Option Type: Short Sale Strike price: $52.50  Expires: 09/16/2022,02-14-2022,01-05-2022
Tommy,Tuberville,CLF,Sale (Full),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Short Sale Strike price: $22.00  Expires: 07/15/2022,02-14-2022,01-04-2022
Tommy,Tuberville,SSYS,Sale (Full),Joint,"$1,001 - $15,000","Stratasys, Ltd. - Common Stock Option Type: Short Sale Strike price: $25.00  Expires: 06/17/2022",02-14-2022,01-03-2022
Tommy,Tuberville,SSYS,Sale (Full),Joint,"$1,001 - $15,000","Stratasys, Ltd. - Common Stock Option Type: Short Sale Strike price: $25.00  Expires: 06/17/2022",02-14-2022,01-03-2022
Tommy,Tuberville,SSYS,Sale (Full),Joint,"$1,001 - $15,000","Stratasys, Ltd. - Common Stock Option Type: Short Sale Strike price: $25.00  Expires: 06/17/2022",02-14-2022,01-03-2022
Tommy,Tuberville,SSYS,Sale (Full),Joint,"$1,001 - $15,000","Stratasys, Ltd. - Common Stock Option Type: Short Sale Strike price: $25.00  Expires: 06/17/2022",02-14-2022,01-03-2022
Tommy,Tuberville,DUK,Sale (Full),Joint,"$15,001 - $50,000",Duke Energy Corporation (Holding Company) Common S,02-14-2022,01-21-2022
Tommy,Tuberville,MDT,Sale (Full),Joint,"$15,001 - $50,000",Medtronic plc. Ordinary Shares,02-14-2022,01-21-2022
Tommy,Tuberville,ABBV,Sale (Full),Joint,"$1,001 - $15,000",AbbVie Inc. Common Stock,02-14-2022,01-21-2022
Tommy,Tuberville,ABC,Sale (Full),Joint,"$15,001 - $50,000",AmerisourceBergen Corporation Common Stock,02-14-2022,01-21-2022
Tommy,Tuberville,CTAS,Sale (Full),Joint,"$15,001 - $50,000",Cintas Corporation - Common Stock,02-14-2022,01-21-2022
Tommy,Tuberville,LMT,Sale (Full),Joint,"$15,001 - $50,000",Lockheed Martin Corporation Common Stock,02-14-2022,01-21-2022
Tommy,Tuberville,PEP,Sale (Full),Joint,"$1,001 - $15,000","PepsiCo, Inc. - Common Stock",02-14-2022,01-21-2022
Tommy,Tuberville,PM,Sale (Full),Joint,"$15,001 - $50,000",Philip Morris International Inc Common Stock,02-14-2022,01-21-2022
Tommy,Tuberville,PONCX,Sale (Full),Joint,"$15,001 - $50,000",Pimco Income Fund Class C,02-14-2022,01-21-2022
Tommy,Tuberville,PG,Sale (Full),Joint,"$15,001 - $50,000",Procter &amp; Gamble Company (The) Common Stock,02-14-2022,01-21-2022
Tommy,Tuberville,TSN,Sale (Full),Joint,"$15,001 - $50,000","Tyson Foods, Inc. Common Stock",02-14-2022,01-21-2022
Tommy,Tuberville,XEL,Sale (Full),Joint,"$15,001 - $50,000",Xcel Energy Inc. - Common Stock,02-14-2022,01-21-2022
Tommy,Tuberville,ABQCX,Sale (Full),Joint,"$15,001 - $50,000",Ab Bond Fund Inc. - Ab Total Return Bond Portfo,02-14-2022,01-13-2022
Tommy,Tuberville,FUN,Sale (Full),Joint,"$15,001 - $50,000","Cedar Fair, L.P. Common Stock",02-14-2022,01-13-2022
Tommy,Tuberville,CRWD,Sale (Full),Joint,"$15,001 - $50,000","CrowdStrike Holdings, Inc. - Class A Common Stock",02-14-2022,01-13-2022
Tommy,Tuberville,FGSCX,Sale (Full),Joint,"$15,001 - $50,000",Federated Mdt Mid Cap Growth Fund - C Shares,02-14-2022,01-13-2022
Tommy,Tuberville,GILD,Sale (Full),Joint,"$1,001 - $15,000","Gilead Sciences, Inc. - Common Stock",02-14-2022,01-13-2022
Tommy,Tuberville,CLOU,Sale (Full),Joint,"$15,001 - $50,000",Global X Cloud Computing ETF,02-14-2022,01-13-2022
Tommy,Tuberville,NWL,Sale (Full),Joint,"$15,001 - $50,000",Newell Brands Inc. - Common Stock,02-14-2022,01-13-2022
Tommy,Tuberville,PEGA,Sale (Full),Joint,"$15,001 - $50,000",Pegasystems Inc. - Common Stock,02-14-2022,01-13-2022
Tommy,Tuberville,VTRS,Sale (Full),Joint,"$1,001 - $15,000",Viatris Inc. - Common Stock,02-14-2022,01-13-2022
Tommy,Tuberville,ACN,Sale (Full),Joint,"$15,001 - $50,000",Accenture plc Class A Ordinary Shares (Ireland),02-14-2022,01-14-2022
Tommy,Tuberville,ADBE,Sale (Full),Joint,"$15,001 - $50,000",Adobe Inc. - Common Stock,02-14-2022,01-14-2022
Tommy,Tuberville,AWK,Sale (Full),Joint,"$15,001 - $50,000","American Water Works Company, Inc. Common Stock",02-14-2022,01-14-2022
Tommy,Tuberville,AAPL,Sale (Full),Joint,"$15,001 - $50,000",Apple Inc. - Common Stock,02-14-2022,01-14-2022
Tommy,Tuberville,CTAS,Sale (Full),Joint,"$15,001 - $50,000",Cintas Corporation - Common Stock,02-14-2022,01-14-2022
Tommy,Tuberville,LLY,Sale (Full),Joint,"$15,001 - $50,000",Eli Lilly and Company Common Stock,02-14-2022,01-14-2022
Tommy,Tuberville,MA,Sale (Full),Joint,"$1,001 - $15,000",Mastercard Incorporated Common Stock,02-14-2022,01-14-2022
Tommy,Tuberville,MSFT,Sale (Full),Joint,"$15,001 - $50,000",Microsoft Corporation - Common Stock,02-14-2022,01-14-2022
Tommy,Tuberville,NEE,Sale (Full),Joint,"$15,001 - $50,000","NextEra Energy, Inc. Common Stock",02-14-2022,01-14-2022
Tommy,Tuberville,RTX,Sale (Full),Joint,"$1,001 - $15,000",Raytheon Technologies Corporation Common Stock,02-14-2022,01-14-2022
Tommy,Tuberville,WMT,Sale (Full),Joint,"$1,001 - $15,000",Walmart Inc. Common Stock,02-14-2022,01-14-2022
Tommy,Tuberville,AAPL,Sale (Partial),Joint,"$50,001 - $100,000",Apple Inc. - Common Stock,01-12-2022,12-22-2021
Tommy,Tuberville,PYPL,Sale (Full),Joint,"$15,001 - $50,000","PayPal Holdings, Inc. - Common Stock Option Type: Short Sale Strike price: $185.00  Expires: 09/16/2022",01-12-2022,12-29-2021
Tommy,Tuberville,QQQ,Purchase,Joint,"$1,001 - $15,000","Invesco QQQ Trust, Series 1 Option Type: Put Strike price: $285.00  Expires: 03/18/2022",01-12-2022,12-29-2021
Tommy,Tuberville,ECOM,Sale (Full),Joint,"$15,001 - $50,000",ChannelAdvisor Corporation Common Stock Option Type: Short Sale Strike price: $25.00  Expires: 06/17/2022,01-12-2022,12-27-2021
Tommy,Tuberville,CLF,Purchase,Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Put Strike price: $17.00  Expires: 01/21/2022,01-12-2022,12-23-2021
Tommy,Tuberville,ECOM,Sale (Full),Joint,"$1,001 - $15,000",ChannelAdvisor Corporation Common Stock Option Type: Short Sale Strike price: $25.00  Expires: 06/17/2022,01-12-2022,12-23-2021
Tommy,Tuberville,ECOM,Sale (Full),Joint,"$15,001 - $50,000",ChannelAdvisor Corporation Common Stock Option Type: Short Sale Strike price: $25.00  Expires: 06/17/2022,01-12-2022,12-23-2021
Tommy,Tuberville,BABA,Sale (Partial),Joint,"$50,001 - $100,000",Alibaba Group Holding Limited American Depositary,01-12-2022,12-23-2021
Tommy,Tuberville,BABA,Purchase,Joint,"$15,001 - $50,000",Alibaba Group Holding Limited American Depositary,01-12-2022,12-21-2021
Tommy,Tuberville,BABA,Purchase,Joint,"$50,001 - $100,000",Alibaba Group Holding Limited American Depositary,01-12-2022,12-15-2021
Tommy,Tuberville,BABA,Purchase,Joint,"$50,001 - $100,000",Alibaba Group Holding Limited American Depositary,01-12-2022,12-14-2021
Tommy,Tuberville,SSYS,Purchase,Joint,"$15,001 - $50,000","Stratasys, Ltd. - Common Stock",01-12-2022,12-13-2021
Tommy,Tuberville,MSFT,Purchase,Joint,"$1,001 - $15,000",Microsoft Corporation - Common Stock Option Type: Put Strike price: $210.00  Expires: 03/18/2022,12-10-2021,11-22-2021
Tommy,Tuberville,OXY,Sale (Full),Joint,"$1,001 - $15,000",Occidental Petroleum Corporation Common Stock Option Type: Short Sale Strike price: $29.00  Expires: 06/17/2022,12-10-2021,11-22-2021
Tommy,Tuberville,ECOM,Purchase,Joint,"$1,001 - $15,000",ChannelAdvisor Corporation Common Stock Option Type: Short Sale Strike price: $25.00  Expires: 06/17/2022,12-10-2021,11-22-2021
Tommy,Tuberville,AAPL,Purchase,Joint,"$1,001 - $15,000",Apple Inc. - Common Stock Option Type: Put Strike price: $102.50  Expires: 06/17/2022,12-10-2021,11-22-2021
Tommy,Tuberville,OXY,Sale (Full),Joint,"$50,001 - $100,000",Occidental Petroleum Corporation Common Stock,12-10-2021,11-22-2021
Tommy,Tuberville,PYPL,Sale (Partial),Joint,"$1,001 - $15,000","PayPal Holdings, Inc. - Common Stock Option Type: Short Sale Strike price: $185.00  Expires: 01/20/2023",12-10-2021,11-17-2021
Tommy,Tuberville,PYPL,Sale (Full),Joint,"$1,001 - $15,000","PayPal Holdings, Inc. - Common Stock Option Type: Short Sale Strike price: $185.00  Expires: 01/20/2023",12-10-2021,11-17-2021
Tommy,Tuberville,PYPL,Sale (Full),Joint,"$1,001 - $15,000","PayPal Holdings, Inc. - Common Stock Option Type: Short Sale Strike price: $185.00  Expires: 01/20/2023",12-10-2021,11-17-2021
Tommy,Tuberville,ADBE,Purchase,Joint,"$1,001 - $15,000",Adobe Inc. - Common Stock Option Type: Put Strike price: $400.00  Expires: 01/21/2022,12-10-2021,11-12-2021
Tommy,Tuberville,CLF,Sale (Full),Joint,"$15,001 - $50,000",Cleveland-Cliffs Inc. Common Stock Option Type: Short Sale Strike price: $22.00  Expires: 01/20/2023,12-10-2021,11-08-2021
Tommy,Tuberville,CLF,Sale (Full),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $27.00  Expires: 01/20/2023,12-10-2021,11-08-2021
Tommy,Tuberville,CLF,Sale (Full),Joint,"$15,001 - $50,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $27.00  Expires: 01/20/2023,12-10-2021,11-08-2021
Tommy,Tuberville,CLF,Purchase,Joint,"$100,001 - $250,000",Cleveland-Cliffs Inc. Common Stock,12-10-2021,11-08-2021
Tommy,Tuberville,F,Purchase,Joint,"$1,001 - $15,000",Ford Motor Company Common Stock Option Type: Short Sale Strike price: $17.00  Expires: 09/16/2022,12-10-2021,11-05-2021
Tommy,Tuberville,F,Purchase,Joint,"$1,001 - $15,000",Ford Motor Company Common Stock Option Type: Short Sale Strike price: $17.00  Expires: 09/16/2022,12-10-2021,11-05-2021
Tommy,Tuberville,SSYS,Sale (Full),Joint,"$1,001 - $15,000","Stratasys, Ltd. - Common Stock Option Type: Short Sale Strike price: $40.00  Expires: 03/18/2022",12-10-2021,11-04-2021
Tommy,Tuberville,SCCO,Purchase,Joint,"$1,001 - $15,000",Southern Copper Corporation Common Stock Option Type: Short Sale Strike price: $55.00  Expires: 06/17/2022,12-10-2021,11-02-2021
Tommy,Tuberville,SCCO,Sale (Full),Joint,"$1,001 - $15,000",Southern Copper Corporation Common Stock Option Type: Short Sale Strike price: $55.00  Expires: 06/17/2022,12-10-2021,11-02-2021
Tommy,Tuberville,SCCO,Sale (Full),Joint,"$1,001 - $15,000",Southern Copper Corporation Common Stock Option Type: Call Strike price: $65.00  Expires: 06/17/2022,12-10-2021,11-02-2021
Tommy,Tuberville,SCCO,Purchase,Joint,"$100,001 - $250,000",Southern Copper Corporation Common Stock,12-10-2021,11-02-2021
Tommy,Tuberville,QCOM,Sale (Full),Joint,"$1,001 - $15,000",QUALCOMM Incorporated - Common Stock Option Type: Put Strike price: $130.00  Expires: 06/17/2022,11-10-2021,10-26-2021
Tommy,Tuberville,RMD,Sale (Full),Joint,"$1,001 - $15,000",ResMed Inc. Common Stock,11-10-2021,10-26-2021
Tommy,Tuberville,APAM,Sale (Full),Joint,"$1,001 - $15,000",Artisan Partners Asset Management Inc. Class A Com,11-10-2021,10-26-2021
Tommy,Tuberville,AON,Sale (Full),Joint,"$1,001 - $15,000",Aon plc Class A Ordinary Shares (Ireland),11-10-2021,10-26-2021
Tommy,Tuberville,X,Sale (Full),Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock Option Type: Put Strike price: $22.00  Expires: 06/17/2022,11-10-2021,10-21-2021
Tommy,Tuberville,CALX,Purchase,Joint,"$1,001 - $15,000","Calix, Inc Common Stock Option Type: Put Strike price: $55.00  Expires: 11/18/2022",11-10-2021,10-18-2021
Tommy,Tuberville,CALX,Sale (Full),Joint,"$1,001 - $15,000","Calix, Inc Common Stock Option Type: Put Strike price: $55.00  Expires: 11/18/2022",11-10-2021,10-18-2021
Tommy,Tuberville,CALX,Sale (Full),Joint,"$1,001 - $15,000","Calix, Inc Common Stock Option Type: Put Strike price: $55.00  Expires: 11/18/2022",11-10-2021,10-18-2021
Tommy,Tuberville,INTC,Sale (Full),Joint,"$1,001 - $15,000",Intel Corporation - Common Stock Option Type: Call Strike price: $60.00  Expires: 06/17/2022,11-10-2021,10-18-2021
Tommy,Tuberville,INTC,Purchase,Joint,"$50,001 - $100,000",Intel Corporation - Common Stock,11-10-2021,10-18-2021
Tommy,Tuberville,AA,Sale (Full),Joint,"$100,001 - $250,000",Alcoa Corporation Common Stock,11-10-2021,10-18-2021
Tommy,Tuberville,X,Sale (Full),Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock Option Type: Call Strike price: $25.00  Expires: 06/17/2022,11-10-2021,10-18-2021
Tommy,Tuberville,X,Purchase,Joint,"$100,001 - $250,000",United States Steel Corporation Common Stock,11-10-2021,10-18-2021
Tommy,Tuberville,INTC,Purchase,Joint,"$15,001 - $50,000",Intel Corporation - Common Stock,11-10-2021,10-15-2021
Tommy,Tuberville,AA,Sale (Full),Joint,"$1,001 - $15,000",Alcoa Corporation Common Stock,11-10-2021,10-15-2021
Tommy,Tuberville,GE,Sale (Full),Self,"$15,001 - $50,000",General Electric Company Common Stock,11-10-2021,10-18-2021
Tommy,Tuberville,UAA,Sale (Full),Self,"$15,001 - $50,000","Under Armour, Inc. Class A Common Stock",11-10-2021,10-18-2021
Tommy,Tuberville,UA,Sale (Full),Self,"$15,001 - $50,000","Under Armour, Inc. Class C Common Stock",11-10-2021,10-18-2021
Tommy,Tuberville,BDX,Sale (Full),Joint,"$15,001 - $50,000","Becton, Dickinson and Company Common Stock",11-10-2021,10-18-2021
Tommy,Tuberville,D,Sale (Full),Joint,"$15,001 - $50,000","Dominion Energy, Inc. Common Stock",11-10-2021,10-18-2021
Tommy,Tuberville,DOW,Sale (Full),Joint,"$1,001 - $15,000",Dow Inc. Common Stock,11-10-2021,10-18-2021
Tommy,Tuberville,GD,Sale (Full),Joint,"$15,001 - $50,000",General Dynamics Corporation Common Stock,11-10-2021,10-18-2021
Tommy,Tuberville,PG,Purchase,Joint,"$1,001 - $15,000",Procter &amp; Gamble Company (The) Common Stock,10-15-2021,09-30-2021
Tommy,Tuberville,NFLX,Purchase,Joint,"$1,001 - $15,000","Netflix, Inc. - Common Stock",10-15-2021,09-30-2021
Tommy,Tuberville,MPWR,Purchase,Joint,"$1,001 - $15,000","Monolithic Power Systems, Inc. - Common Stock",10-15-2021,09-30-2021
Tommy,Tuberville,KEYS,Purchase,Joint,"$1,001 - $15,000",Keysight Technologies Inc. Common Stock,10-15-2021,09-30-2021
Tommy,Tuberville,KLAC,Purchase,Joint,"$1,001 - $15,000",KLA Corporation - Common Stock,10-15-2021,09-30-2021
Tommy,Tuberville,JNJ,Purchase,Joint,"$1,001 - $15,000",Johnson &amp; Johnson Common Stock,10-15-2021,09-30-2021
Tommy,Tuberville,INTU,Purchase,Joint,"$1,001 - $15,000",Intuit Inc. - Common Stock,10-15-2021,09-30-2021
Tommy,Tuberville,GNRC,Purchase,Joint,"$1,001 - $15,000",Generac Holdlings Inc. Common Stock,10-15-2021,09-30-2021
Tommy,Tuberville,EL,Purchase,Joint,"$1,001 - $15,000","Estee Lauder Companies, Inc. (The) Common Stock",10-15-2021,09-30-2021
Tommy,Tuberville,EXP,Purchase,Joint,"$1,001 - $15,000",Eagle Materials Inc Common Stock,10-15-2021,09-30-2021
Tommy,Tuberville,DEO,Purchase,Joint,"$1,001 - $15,000",Diageo plc Common Stock,10-15-2021,09-30-2021
Tommy,Tuberville,CTAS,Purchase,Joint,"$1,001 - $15,000",Cintas Corporation - Common Stock,10-15-2021,09-30-2021
Tommy,Tuberville,CABO,Purchase,Joint,"$1,001 - $15,000","Cable One, Inc. Common Stock",10-15-2021,09-30-2021
Tommy,Tuberville,BKE,Purchase,Joint,"$1,001 - $15,000","Buckle, Inc. (The) Common Stock",10-15-2021,09-30-2021
Tommy,Tuberville,ALLE,Purchase,Joint,"$1,001 - $15,000",Allegion plc Ordinary Shares,10-15-2021,09-30-2021
Tommy,Tuberville,APD,Purchase,Joint,"$1,001 - $15,000","Air Products and Chemicals, Inc. Common Stock",10-15-2021,09-30-2021
Tommy,Tuberville,WAL,Sale (Full),Joint,"$1,001 - $15,000",Western Alliance Bancorporation Common Stock (DE),10-15-2021,09-29-2021
Tommy,Tuberville,MMM,Sale (Full),Joint,"$1,001 - $15,000",3M Company Common Stock,10-15-2021,09-29-2021
Tommy,Tuberville,DECK,Sale (Full),Joint,"$1,001 - $15,000",Deckers Outdoor Corporation Common Stock,10-15-2021,09-29-2021
Tommy,Tuberville,CLX,Sale (Full),Joint,"$1,001 - $15,000",Clorox Company (The) Common Stock,10-15-2021,09-29-2021
Tommy,Tuberville,CHE,Sale (Full),Joint,"$1,001 - $15,000",Chemed Corp,10-15-2021,09-29-2021
Tommy,Tuberville,BHP,Sale (Full),Joint,"$1,001 - $15,000",Bhp Group Plc,10-15-2021,09-29-2021
Tommy,Tuberville,ATHM,Sale (Full),Joint,"$1,001 - $15,000","Autohome Inc. American Depositary Shares, each rep",10-15-2021,09-29-2021
Tommy,Tuberville,AME,Sale (Full),Joint,"$1,001 - $15,000","AMETEK, Inc.",10-15-2021,09-29-2021
Tommy,Tuberville,SSYS,Purchase,Joint,"$50,001 - $100,000","Stratasys, Ltd. - Common Stock",10-15-2021,09-20-2021
Tommy,Tuberville,X,Sale (Full),Joint,"$15,001 - $50,000",United States Steel Corporation Common Stock Option Type: Call Strike price: $25.00  Expires: 06/17/2022,10-15-2021,09-20-2021
Tommy,Tuberville,BABA,Sale (Full),Joint,"$1,001 - $15,000",Alibaba Group Holding Limited American Depositary Option Type: Short Sale Strike price: $230.00  Expires: 09/16/2022,10-15-2021,09-13-2021
Tommy,Tuberville,BABA,Sale (Full),Joint,"$15,001 - $50,000",Alibaba Group Holding Limited American Depositary Option Type: Short Sale Strike price: $230.00  Expires: 09/16/2022,10-15-2021,09-13-2021
Tommy,Tuberville,BABA,Sale (Full),Joint,"$15,001 - $50,000",Alibaba Group Holding Limited American Depositary Option Type: Short Sale Strike price: $230.00  Expires: 09/16/2022,10-15-2021,09-13-2021
Tommy,Tuberville,BABA,Purchase,Joint,"$50,001 - $100,000",Alibaba Group Holding Limited American Depositary Option Type: Put Strike price: $230.00  Expires: 09/17/2021,10-15-2021,09-13-2021
Tommy,Tuberville,ECOM,Purchase,Joint,"$1,001 - $15,000",ChannelAdvisor Corporation Common Stock Option Type: Put Strike price: $25.00  Expires: 09/17/2021,10-15-2021,09-03-2021
Tommy,Tuberville,CALX,Sale (Full),Joint,"$1,001 - $15,000","Calix, Inc Common Stock Option Type: Put Strike price: $40.00  Expires: 11/18/2022",09-08-2021,08-30-2021
Tommy,Tuberville,ECOM,Sale (Full),Joint,"$1,001 - $15,000",ChannelAdvisor Corporation Common Stock Option Type: Put Strike price: $25.00  Expires: 03/18/2022,09-08-2021,08-30-2021
Tommy,Tuberville,ECOM,Sale (Full),Joint,"$1,001 - $15,000",ChannelAdvisor Corporation Common Stock Option Type: Put Strike price: $25.00  Expires: 03/18/2022,09-08-2021,08-30-2021
Tommy,Tuberville,CALX,Purchase,Joint,"$1,001 - $15,000","Calix, Inc Common Stock Option Type: Put Strike price: $40.00  Expires: 10/15/2021",09-08-2021,08-27-2021
Tommy,Tuberville,SSYS,Purchase,Joint,"$1,001 - $15,000","Stratasys, Ltd. - Common Stock",09-08-2021,08-18-2021
Tommy,Tuberville,SSBK,Purchase,Joint,"$50,001 - $100,000","Southern States Bancshares, Inc. - Common Stock",09-08-2021,08-12-2021
Tommy,Tuberville,INTC,Sale (Full),Joint,"$1,001 - $15,000",Intel Corporation - Common Stock Option Type: Put Strike price: $52.50  Expires: 06/17/2022,09-08-2021,08-10-2021
Tommy,Tuberville,OXY,Sale (Full),Joint,"$1,001 - $15,000",Occidental Petroleum Corporation Common Stock Option Type: Call Strike price: $31.00  Expires: 02/18/2022,09-08-2021,08-02-2021
Tommy,Tuberville,OXY,Sale (Full),Joint,"$1,001 - $15,000",Occidental Petroleum Corporation Common Stock Option Type: Put Strike price: $25.00  Expires: 02/18/2022,09-08-2021,08-02-2021
Tommy,Tuberville,F,Sale (Full),Joint,"$15,001 - $50,000",Ford Motor Company Common Stock Option Type: Put Strike price: $15.00  Expires: 03/18/2022,08-13-2021,07-30-2021
Tommy,Tuberville,AA,Purchase,Joint,"$1,001 - $15,000",Alcoa Corporation Common Stock Option Type: Put Strike price: $25.00  Expires: 10/15/2021,08-13-2021,07-29-2021
Tommy,Tuberville,NVDA,Sale (Full),Joint,"$15,001 - $50,000",NVIDIA Corporation - Common Stock Option Type: Put Strike price: $180.00  Expires: 06/17/2022,08-13-2021,07-28-2021
Tommy,Tuberville,CLF,Sale (Full),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Put Strike price: $20.00  Expires: 01/21/2022,08-13-2021,07-21-2021
Tommy,Tuberville,CLF,Sale (Full),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Put Strike price: $20.00  Expires: 01/21/2022,08-13-2021,07-21-2021
Tommy,Tuberville,CLF,Sale (Full),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Put Strike price: $20.00  Expires: 01/21/2022,08-13-2021,07-21-2021
Tommy,Tuberville,CLF,Sale (Full),Joint,"$15,001 - $50,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $23.00  Expires: 01/21/2022,08-13-2021,07-21-2021
Tommy,Tuberville,CLF,Purchase,Joint,"$100,001 - $250,000",Cleveland-Cliffs Inc. Common Stock,08-13-2021,07-21-2021
Tommy,Tuberville,CLF,Sale (Full),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $20.00  Expires: 01/21/2022,08-13-2021,07-20-2021
Tommy,Tuberville,CLF,Sale (Full),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $20.00  Expires: 01/21/2022,08-13-2021,07-20-2021
Tommy,Tuberville,CLF,Sale (Full),Joint,"$50,001 - $100,000",Cleveland-Cliffs Inc. Common Stock,08-13-2021,07-19-2021
Tommy,Tuberville,AA,Sale (Full),Joint,"$50,001 - $100,000",Alcoa Corporation Common Stock,08-13-2021,07-19-2021
