first_name,last_name,stock_id,trade_type,trader,trade_value,notes,notified_date,transaction_date
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Put Strike price: $15.00  Expires: 01/19/2024,05-11-2023,04-28-2023
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $17.00  Expires: 06/21/2024,05-11-2023,04-28-2023
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $17.00  Expires: 01/19/2024,05-11-2023,04-28-2023
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $17.00  Expires: 06/21/2024,05-11-2023,04-28-2023
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $17.00  Expires: 06/21/2024,05-11-2023,04-28-2023
Tommy,Tuberville,F,Purchase,Joint,"$15,001 - $50,000",Ford Motor Company Common Stock,05-11-2023,04-28-2023
Tommy,Tuberville,F,Purchase,Joint,"$100,001 - $250,000",Ford Motor Company Common Stock,05-11-2023,04-27-2023
Tommy,Tuberville,F,Purchase,Joint,"$15,001 - $50,000",Ford Motor Company Common Stock,05-11-2023,04-26-2023
Tommy,Tuberville,ATVI,Sale (Full),Joint,"$100,001 - $250,000","Activision Blizzard, Inc - Common Stock",05-11-2023,04-26-2023
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $18.00  Expires: 01/19/2024,05-11-2023,04-24-2023
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Put Strike price: $16.00  Expires: 01/19/2024,05-11-2023,04-24-2023
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Put Strike price: $16.00  Expires: 01/19/2024,05-11-2023,04-24-2023
Tommy,Tuberville,X,Sale (Partial),Joint,"$50,001 - $100,000",United States Steel Corporation Common Stock,05-11-2023,04-24-2023
Tommy,Tuberville,X,Sale (Partial),Joint,"$100,001 - $250,000",United States Steel Corporation Common Stock,05-11-2023,04-24-2023
Tommy,Tuberville,CLF,Purchase,Joint,"$15,001 - $50,000",Cleveland-Cliffs Inc. Common Stock,05-11-2023,04-24-2023
Tommy,Tuberville,OXY,Sale (Partial),Joint,"$1,001 - $15,000",Occidental Petroleum Corporation Common Stock Option Type: Put Strike price: $60.00  Expires: 06/21/2024,05-11-2023,04-18-2023
Tommy,Tuberville,KMB,Sale (Partial),Joint,"$1,001 - $15,000",Kimberly-Clark Corporation Common Stock Option Type: Put Strike price: $135.00  Expires: 10/20/2023,05-11-2023,04-14-2023
Tommy,Tuberville,MMM,Purchase,Joint,"$1,001 - $15,000",3M Company Common Stock,05-11-2023,04-14-2023
Tommy,Tuberville,MRO,Sale (Partial),Joint,"$1,001 - $15,000",Marathon Oil Corporation Common Stock Option Type: Put Strike price: $25.00  Expires: 09/15/2023,05-11-2023,04-14-2023
Tommy,Tuberville,KR,Sale (Partial),Joint,"$1,001 - $15,000",Kroger Company (The) Common Stock Option Type: Put Strike price: $48.00  Expires: 10/20/2023,05-11-2023,04-10-2023
Tommy,Tuberville,MDLZ,Sale (Partial),Joint,"$1,001 - $15,000","Mondelez International, Inc. - Class A Common Stoc Option Type: Put Strike price: $70.00  Expires: 01/19/2024",05-11-2023,04-10-2023
Tommy,Tuberville,PARA,Sale (Partial),Joint,"$1,001 - $15,000",Paramount Global - Class B Common Stock Option Type: Put Strike price: $20.00  Expires: 09/15/2023,05-11-2023,04-10-2023
Tommy,Tuberville,HPQ,Sale (Partial),Joint,"$1,001 - $15,000",HP Inc. Common Stock Option Type: Put Strike price: $29.00  Expires: 11/17/2023,05-11-2023,04-10-2023
Tommy,Tuberville,TSLA,Sale (Partial),Joint,"$15,001 - $50,000","Tesla, Inc. - Common Stock Option Type: Put Strike price: $190.00  Expires: 12/15/2023",05-11-2023,04-04-2023
Tommy,Tuberville,TXN,Sale (Partial),Joint,"$15,001 - $50,000",Texas Instruments Incorporated - Common Stock Option Type: Put Strike price: $180.00  Expires: 10/20/2023,05-11-2023,04-03-2023
Tommy,Tuberville,XP,Purchase,Joint,"$1,001 - $15,000",XP Inc. - Class A Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,VCTR,Sale (Full),Joint,"$1,001 - $15,000","Victory Capital Holdings, Inc. - Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,VZ,Purchase,Joint,"$1,001 - $15,000",Verizon Communications Inc. Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,TREX,Sale (Full),Joint,"$1,001 - $15,000","Trex Company, Inc. Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,MMM,Purchase,Joint,"$1,001 - $15,000",3M Company Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,TMO,Sale (Full),Joint,"$1,001 - $15,000",Thermo Fisher Scientific Inc Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,MSFT,Sale (Partial),Joint,"$15,001 - $50,000",Microsoft Corporation - Common Stock Option Type: Put Strike price: $250.00  Expires: 11/17/2023,05-11-2023,04-03-2023
Tommy,Tuberville,TSLA,Purchase,Joint,"$1,001 - $15,000","Tesla, Inc. - Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,SKY,Purchase,Joint,"$1,001 - $15,000",Skyline Champion Corporation Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,SSD,Purchase,Joint,"$1,001 - $15,000","Simpson Manufacturing Company, Inc. Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,SCI,Sale (Full),Joint,"$1,001 - $15,000",Service Corporation International Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,QSR,Purchase,Joint,"$1,001 - $15,000",Restaurant Brands International Inc,05-11-2023,04-03-2023
Tommy,Tuberville,REGN,Purchase,Joint,"$1,001 - $15,000","Regeneron Pharmaceuticals, Inc. - Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,RRC,Purchase,Joint,"$1,001 - $15,000",Range Resources Corporation Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,RH,Sale (Full),Joint,"$1,001 - $15,000",RH Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,PHM,Sale (Full),Joint,"$1,001 - $15,000","PulteGroup, Inc. Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,PAM,Purchase,Joint,"$1,001 - $15,000",Pampa Energia S.A. Pampa Energia S.A.,05-11-2023,04-03-2023
Tommy,Tuberville,NSC,Purchase,Joint,"$1,001 - $15,000",Norfolk Southern Corporation Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,NDSN,Purchase,Joint,"$1,001 - $15,000",Nordson Corporation - Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,NVDA,Purchase,Joint,"$1,001 - $15,000",NVIDIA Corporation - Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,MCO,Sale (Full),Joint,"$1,001 - $15,000",Moody's Corporation Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,MPWR,Sale (Partial),Joint,"$1,001 - $15,000","Monolithic Power Systems, Inc. - Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,MPWR,Sale (Partial),Joint,"$1,001 - $15,000","Monolithic Power Systems, Inc. - Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,MTD,Sale (Full),Joint,"$1,001 - $15,000","Mettler-Toledo International, Inc. Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,MMC,Sale (Full),Joint,"$1,001 - $15,000","Marsh &amp; McLennan Companies, Inc. Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,MKSI,Sale (Full),Joint,"$1,001 - $15,000","MKS Instruments, Inc. - Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,LMST,Sale (Full),Joint,"$1,001 - $15,000","Limestone Bancorp, Inc. - Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,ITW,Sale (Full),Joint,"$1,001 - $15,000",Illinois Tool Works Inc. Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,IDXX,Purchase,Joint,"$1,001 - $15,000","IDEXX Laboratories, Inc. - Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,GFI,Sale (Full),Joint,"$1,001 - $15,000",Gold Fields Limited American Depositary Shares,05-11-2023,04-03-2023
Tommy,Tuberville,FLT,Sale (Full),Joint,"$1,001 - $15,000","FleetCor Technologies, Inc. Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,META,Sale (Full),Joint,"$1,001 - $15,000","Meta Platforms, Inc. - Class A Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,ETSY,Sale (Full),Joint,"$1,001 - $15,000","Etsy, Inc. - Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,EW,Sale (Full),Joint,"$1,001 - $15,000",Edwards Lifesciences Corporation Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,DQ,Sale (Full),Joint,"$1,001 - $15,000","DAQO New Energy Corp. American Depositary Shares,",05-11-2023,04-03-2023
Tommy,Tuberville,CROX,Sale (Full),Joint,"$1,001 - $15,000","Crocs, Inc. - Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,CSCO,Sale (Full),Joint,"$15,001 - $50,000","Cisco Systems, Inc. - Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,ANET,Sale (Full),Joint,"$15,001 - $50,000","Arista Networks, Inc. Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,AMT,Sale (Full),Joint,"$1,001 - $15,000",American Tower Corporation (REIT) Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,ALLE,Sale (Full),Joint,"$1,001 - $15,000",Allegion plc Ordinary Shares,05-11-2023,04-03-2023
Tommy,Tuberville,ABBV,Sale (Partial),Joint,"$1,001 - $15,000",AbbVie Inc. Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,GSK,Purchase,Joint,"$1,001 - $15,000",GSK plc American Depositary Shares (Each represent,05-11-2023,04-03-2023
Tommy,Tuberville,GNTX,Purchase,Joint,"$1,001 - $15,000",Gentex Corporation - Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,GRMN,Purchase,Joint,"$1,001 - $15,000",Garmin Ltd. - Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,DIOD,Purchase,Joint,"$1,001 - $15,000",Diodes Incorporated - Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,CBSH,Purchase,Joint,"$1,001 - $15,000","Commerce Bancshares, Inc. - Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,CRUS,Purchase,Joint,"$1,001 - $15,000","Cirrus Logic, Inc. - Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,AVGO,Purchase,Joint,"$1,001 - $15,000",Broadcom Inc. - Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,ADSK,Purchase,Joint,"$1,001 - $15,000","Autodesk, Inc. - Common Stock",05-11-2023,04-03-2023
Tommy,Tuberville,APH,Purchase,Joint,"$1,001 - $15,000",Amphenol Corporation Common Stock,05-11-2023,04-03-2023
Tommy,Tuberville,A,Purchase,Joint,"$1,001 - $15,000","Agilent Technologies, Inc. Common Stock",05-11-2023,04-03-2022
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $21.00  Expires: 10/20/2023,04-12-2023,03-21-2023
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Put Strike price: $18.00  Expires: 10/20/2023,04-12-2023,03-21-2023
Tommy,Tuberville,TSM,Purchase,Joint,"$1,001 - $15,000",Taiwan Semiconductor Manufacturing Company Ltd. Option Type: Put Strike price: $75.00  Expires: 09/15/2023,04-12-2023,03-21-2023
Tommy,Tuberville,X,Sale (Partial),Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock,04-12-2023,03-21-2023
Tommy,Tuberville,X,Sale (Partial),Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock,04-12-2023,03-21-2023
Tommy,Tuberville,X,Sale (Partial),Joint,"$15,001 - $50,000",United States Steel Corporation Common Stock,04-12-2023,03-21-2023
Tommy,Tuberville,X,Sale (Partial),Joint,"$15,001 - $50,000",United States Steel Corporation Common Stock,04-12-2023,03-21-2023
Tommy,Tuberville,X,Sale (Partial),Joint,"$50,001 - $100,000",United States Steel Corporation Common Stock,04-12-2023,03-21-2023
Tommy,Tuberville,X,Sale (Partial),Joint,"$50,001 - $100,000",United States Steel Corporation Common Stock,04-12-2023,03-21-2023
Tommy,Tuberville,CLF,Purchase,Joint,"$50,001 - $100,000",Cleveland-Cliffs Inc. Common Stock,04-12-2023,03-21-2023
Tommy,Tuberville,X,Sale (Partial),Joint,"$50,001 - $100,000",United States Steel Corporation Common Stock,04-12-2023,03-20-2023
Tommy,Tuberville,KMB,Purchase,Joint,"$15,001 - $50,000",Kimberly-Clark Corporation Common Stock,04-12-2023,03-10-2023
Tommy,Tuberville,BMO,Sale (Full),Joint,"$1,001 - $15,000",Bank of Montreal,04-12-2023,03-06-2023
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Put Strike price: $20.00  Expires: 10/20/2023,04-12-2023,03-03-2023
Tommy,Tuberville,N/A,N/A,N/A,Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,03-14-2023,03-14-2023
Tommy,Tuberville,GOLD,Purchase,Joint,"$1,001 - $15,000",Barrick Gold Corporation Common Stock (BC),02-14-2023,01-23-2023
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Put Strike price: $19.00  Expires: 07/21/2023,02-14-2023,01-18-2023
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $23.00  Expires: 07/21/2023,02-14-2023,01-18-2023
Tommy,Tuberville,CLF,Purchase,Joint,"$100,001 - $250,000",Cleveland-Cliffs Inc. Common Stock,02-14-2023,01-18-2023
Tommy,Tuberville,UAA,Purchase,Joint,"$15,001 - $50,000","Under Armour, Inc. Class A Common Stock",02-14-2023,01-13-2023
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Put Strike price: $20.00  Expires: 06/16/2023,02-14-2023,01-12-2023
Tommy,Tuberville,V,Sale (Partial),Joint,"$1,001 - $15,000",Visa Inc. Option Type: Put Strike price: $210.00  Expires: 09/15/2023,02-14-2023,01-11-2023
Tommy,Tuberville,KO,Sale (Partial),Joint,"$1,001 - $15,000",Coca-Cola Company (The) Common Stock Option Type: Put Strike price: $60.00  Expires: 12/15/2023,02-14-2023,01-11-2023
Tommy,Tuberville,AAPL,Sale (Partial),Joint,"$1,001 - $15,000",Apple Inc. - Common Stock Option Type: Put Strike price: $125.00  Expires: 09/15/2023,02-14-2023,01-11-2023
Tommy,Tuberville,TXN,Sale (Partial),Joint,"$1,001 - $15,000",Texas Instruments Incorporated - Common Stock Option Type: Put Strike price: $170.00  Expires: 07/21/2023,02-14-2023,01-11-2023
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $18.00  Expires: 04/21/2023,02-14-2023,01-05-2023
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $20.00  Expires: 07/21/2023,02-14-2023,01-05-2023
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $20.00  Expires: 07/21/2023,02-14-2023,01-05-2023
Tommy,Tuberville,X,Purchase,Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock Option Type: Put Strike price: $23.00  Expires: 01/20/2023,02-14-2023,01-05-2023
Tommy,Tuberville,X,Sale (Partial),Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock,02-14-2023,01-05-2023
Tommy,Tuberville,X,Sale (Partial),Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock,02-14-2023,01-05-2023
Tommy,Tuberville,X,Sale (Partial),Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock,02-14-2023,01-05-2023
Tommy,Tuberville,X,Sale (Partial),Joint,"$15,001 - $50,000",United States Steel Corporation Common Stock,02-14-2023,01-05-2023
Tommy,Tuberville,X,Sale (Partial),Joint,"$50,001 - $100,000",United States Steel Corporation Common Stock,02-14-2023,01-05-2023
Tommy,Tuberville,CLF,Sale (Partial),Joint,"$15,001 - $50,000",Cleveland-Cliffs Inc. Common Stock Option Type: Call Strike price: $20.00  Expires: 06/16/2023,02-14-2023,01-05-2023
Tommy,Tuberville,GOLD,Purchase,Joint,"$15,001 - $50,000",Barrick Gold Corporation Common Stock (BC),01-13-2023,12-23-2022
Tommy,Tuberville,NU,Purchase,Joint,"$1,001 - $15,000",Nu Holdings Ltd. Class A Ordinary Shares,01-13-2023,12-19-2022
Tommy,Tuberville,DIS,Sale (Partial),Joint,"$15,001 - $50,000",Walt Disney Company (The) Common Stock,01-13-2023,12-15-2022
Tommy,Tuberville,PG,Sale (Full),Joint,"$1,001 - $15,000",Procter &amp; Gamble Company (The) Common Stock Option Type: Put Strike price: $150.00  Expires: 07/21/2023,01-13-2023,12-09-2022
Tommy,Tuberville,KMB,Sale (Full),Joint,"$1,001 - $15,000",Kimberly-Clark Corporation Common Stock Option Type: Put Strike price: $135.00  Expires: 04/21/2023,01-13-2023,12-09-2022
Tommy,Tuberville,PYPL,Sale (Full),Joint,"$100,001 - $250,000","PayPal Holdings, Inc. - Common Stock Option Type: Put Strike price: $100.00  Expires: 01/19/2024",01-13-2023,12-09-2022
Tommy,Tuberville,PG,Sale (Full),Joint,"$1,001 - $15,000",Procter &amp; Gamble Company (The) Common Stock Option Type: Put Strike price: $145.00  Expires: 06/16/2023,01-13-2023,12-09-2022
Tommy,Tuberville,CLX,Sale (Full),Joint,"$1,001 - $15,000",Clorox Company (The) Common Stock Option Type: Put Strike price: $140.00  Expires: 05/19/2023,01-13-2023,12-09-2022
Tommy,Tuberville,PYPL,Sale (Partial),Joint,"$1,001 - $15,000","PayPal Holdings, Inc. - Common Stock",01-13-2023,12-09-2022
Tommy,Tuberville,PYPL,Sale (Partial),Joint,"$1,001 - $15,000","PayPal Holdings, Inc. - Common Stock",01-13-2023,12-09-2022
Tommy,Tuberville,PYPL,Sale (Partial),Joint,"$1,001 - $15,000","PayPal Holdings, Inc. - Common Stock",01-13-2023,12-09-2022
Tommy,Tuberville,PYPL,Sale (Partial),Joint,"$15,001 - $50,000","PayPal Holdings, Inc. - Common Stock",01-13-2023,12-09-2022
Tommy,Tuberville,PYPL,Sale (Partial),Joint,"$50,001 - $100,000","PayPal Holdings, Inc. - Common Stock",01-13-2023,12-09-2022
Tommy,Tuberville,PYPL,Sale (Partial),Joint,"$100,001 - $250,000","PayPal Holdings, Inc. - Common Stock",01-13-2023,12-09-2022
Tommy,Tuberville,PYPL,Purchase,Joint,"$15,001 - $50,000","PayPal Holdings, Inc. - Common Stock",01-13-2023,12-08-2022
Tommy,Tuberville,GOLD,Purchase,Joint,"$50,001 - $100,000",Barrick Gold Corporation Common Stock (BC),01-13-2023,12-06-2022
Tommy,Tuberville,PYPL,Purchase,Joint,"$250,001 - $500,000","PayPal Holdings, Inc. - Common Stock",01-13-2023,12-05-2022
Tommy,Tuberville,QCOM,Sale (Full),Joint,"$15,001 - $50,000",QUALCOMM Incorporated - Common Stock Option Type: Put Strike price: $140.00  Expires: 09/15/23,01-13-2023,12-02-2022
Tommy,Tuberville,QCOM,Sale (Partial),Joint,"$50,001 - $100,000",QUALCOMM Incorporated - Common Stock,01-13-2023,12-02-2022
Tommy,Tuberville,QCOM,Purchase,Joint,"$100,001 - $250,000",QUALCOMM Incorporated - Common Stock,01-13-2023,12-01-2022
Tommy,Tuberville,GOLD,Purchase,Joint,"$1,001 - $15,000",Barrick Gold Corporation Common Stock (BC),01-13-2023,12-01-2022
Tommy,Tuberville,TSM,Sale (Full),Joint,"$1,001 - $15,000",Taiwan Semiconductor Manufacturing Company Ltd. Option Type: Put Strike price: $75.00  Expires: 09/15/2023,12-14-2022,11-23-2022
Tommy,Tuberville,TSM,Sale (Full),Joint,"$1,001 - $15,000",Taiwan Semiconductor Manufacturing Company Ltd. Option Type: Put Strike price: $75.00  Expires: 09/15/2023,12-14-2022,11-23-2022
Tommy,Tuberville,MSFT,Sale (Full),Joint,"$15,001 - $50,000",Microsoft Corporation - Common Stock Option Type: Put Strike price: $225.00  Expires: 09/15/2023,12-14-2022,11-23-2022
Tommy,Tuberville,MSFT,Purchase,Joint,"$1,001 - $15,000",Microsoft Corporation - Common Stock Option Type: Call Strike price: $265.00  Expires: 04/21/2023,12-14-2022,11-23-2022
Tommy,Tuberville,INTC,Sale (Full),Joint,"$15,001 - $50,000",Intel Corporation - Common Stock Option Type: Put Strike price: $30.00  Expires: 09/15/2023,12-14-2022,11-22-2022
Tommy,Tuberville,MSFT,Sale (Partial),Joint,"$100,001 - $250,000",Microsoft Corporation - Common Stock,12-14-2022,11-22-2022
Tommy,Tuberville,F,Sale (Full),Joint,"$100,001 - $250,000",Ford Motor Company Common Stock,12-14-2022,11-22-2022
Tommy,Tuberville,F,Purchase,Joint,"$100,001 - $250,000",Ford Motor Company Common Stock,12-14-2022,11-17-2022
Tommy,Tuberville,INTC,Purchase,Joint,"$100,001 - $250,000",Intel Corporation - Common Stock,12-14-2022,11-09-2022
Tommy,Tuberville,PYPL,Sale (Full),Joint,"$1,001 - $15,000","PayPal Holdings, Inc. - Common Stock Option Type: Put Strike price: $100.00  Expires: 01/19/2024",12-14-2022,11-08-2022
Tommy,Tuberville,PYPL,Sale (Full),Joint,"$1,001 - $15,000","PayPal Holdings, Inc. - Common Stock Option Type: Put Strike price: $100.00  Expires: 01/19/2024",12-14-2022,11-08-2022
Tommy,Tuberville,PYPL,Sale (Full),Joint,"$50,001 - $100,000","PayPal Holdings, Inc. - Common Stock Option Type: Put Strike price: $100.00  Expires: 01/19/2024",12-14-2022,11-08-2022
Tommy,Tuberville,PYPL,Sale (Partial),Joint,"$100,001 - $250,000","PayPal Holdings, Inc. - Common Stock",12-14-2022,11-08-2022
Tommy,Tuberville,ATVI,Purchase,Joint,"$100,001 - $250,000","Activision Blizzard, Inc - Common Stock",12-14-2022,11-08-2022
Tommy,Tuberville,PYPL,Purchase,Joint,"$100,001 - $250,000","PayPal Holdings, Inc. - Common Stock",12-14-2022,11-07-2022
Tommy,Tuberville,CLF,Purchase,Joint,"$50,001 - $100,000",Cleveland-Cliffs Inc. Common Stock,12-14-2022,11-03-2022
Tommy,Tuberville,NU,Purchase,Joint,"$1,001 - $15,000",Nu Holdings Ltd. Class A Ordinary Shares,12-14-2022,11-01-2022
Tommy,Tuberville,CLF,Purchase,Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock,12-14-2022,11-01-2022
Tommy,Tuberville,X,Sale (Full),Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock Option Type: Call Strike price: $25.00  Expires: 04/21/2023,12-14-2022,11-08-2022
Tommy,Tuberville,MSFT,Sale (Full),Joint,"$1,001 - $15,000",Microsoft Corporation - Common Stock Option Type: Short Sale Strike price: $245.00  Expires: 06/16/2023,11-10-2022,10-28-2022
Tommy,Tuberville,CLF,Purchase,Joint,"$15,001 - $50,000",Cleveland-Cliffs Inc. Common Stock,11-10-2022,10-31-2022
Tommy,Tuberville,MSFT,Sale (Full),Joint,"$1,001 - $15,000",Microsoft Corporation - Common Stock Option Type: Short Sale Strike price: $245.00  Expires: 06/16/2023,11-10-2022,10-28-2022
Tommy,Tuberville,MSFT,Sale (Full),Joint,"$1,001 - $15,000",Microsoft Corporation - Common Stock Option Type: Short Sale Strike price: $245.00  Expires: 06/16/2023,11-10-2022,10-28-2022
Tommy,Tuberville,MSFT,Purchase,Joint,"$15,001 - $50,000",Microsoft Corporation - Common Stock,11-10-2022,10-24-2022
Tommy,Tuberville,NU,Purchase,Joint,"$15,001 - $50,000",Nu Holdings Ltd. Class A Ordinary Shares,11-10-2022,10-13-2022
Tommy,Tuberville,MSFT,Purchase,Joint,"$250,001 - $500,000",Microsoft Corporation - Common Stock,11-10-2022,10-13-2022
Tommy,Tuberville,NU,Purchase,Joint,"$1,001 - $15,000",Nu Holdings Ltd. Class A Ordinary Shares,11-10-2022,10-11-2022
Tommy,Tuberville,XOM,Sale (Full),Joint,"$15,001 - $50,000",Exxon Mobil Corporation Common Stock Option Type: Short Sale Strike price: $100.00  Expires: 06/16/2023,11-10-2022,10-06-2022
Tommy,Tuberville,CVX,Sale (Full),Joint,"$15,001 - $50,000",Chevron Corporation Common Stock Option Type: Short Sale Strike price: $155.00  Expires: 06/16/2023,11-10-2022,10-06-2022
Tommy,Tuberville,X,Sale (Full),Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock Option Type: Short Sale Strike price: $20.00  Expires: 06/16/2023,11-10-2022,10-06-2022
Tommy,Tuberville,X,Sale (Full),Joint,"$15,001 - $50,000",United States Steel Corporation Common Stock Option Type: Short Sale Strike price: $20.00  Expires: 06/16/2023,11-10-2022,10-06-2022
Tommy,Tuberville,NU,Purchase,Joint,"$1,001 - $15,000",Nu Holdings Ltd. Class A Ordinary Shares,11-10-2022,10-06-2022
Tommy,Tuberville,VCTR,Purchase,Joint,"$1,001 - $15,000","Victory Capital Holdings, Inc. - Common Stock",11-10-2022,10-06-2022
Tommy,Tuberville,VCTR,Purchase,Joint,"$1,001 - $15,000","Victory Capital Holdings, Inc. - Common Stock",11-10-2022,10-06-2022
Tommy,Tuberville,VCTR,Purchase,Joint,"$1,001 - $15,000","Victory Capital Holdings, Inc. - Common Stock",11-10-2022,10-06-2022
Tommy,Tuberville,VRTX,Purchase,Joint,"$1,001 - $15,000",Vertex Pharmaceuticals Incorporated - Common Stock,11-10-2022,10-06-2022
Tommy,Tuberville,TREX,Purchase,Joint,"$1,001 - $15,000","Trex Company, Inc. Common Stock",11-10-2022,10-06-2022
Tommy,Tuberville,SCI,Purchase,Joint,"$1,001 - $15,000",Service Corporation International Common Stock,11-10-2022,10-06-2022
Tommy,Tuberville,RELX,Purchase,Joint,"$1,001 - $15,000",RELX PLC PLC American Depositary Shares (Each repr,11-10-2022,10-06-2022
Tommy,Tuberville,RH,Purchase,Joint,"$1,001 - $15,000",RH Common Stock,11-10-2022,10-06-2022
Tommy,Tuberville,PHM,Purchase,Joint,"$1,001 - $15,000","PulteGroup, Inc. Common Stock",11-10-2022,10-06-2022
Tommy,Tuberville,PAYC,Purchase,Joint,"$1,001 - $15,000","Paycom Software, Inc. Common Stock",11-10-2022,10-06-2022
Tommy,Tuberville,GIS,Purchase,Joint,"$1,001 - $15,000","General Mills, Inc. Common Stock",11-10-2022,10-06-2022
Tommy,Tuberville,GLPI,Purchase,Joint,"$1,001 - $15,000","Gaming and Leisure Properties, Inc. - Common Stock",11-10-2022,10-06-2022
Tommy,Tuberville,RACE,Purchase,Joint,"$1,001 - $15,000",Ferrari N.V. Common Shares,11-10-2022,10-06-2022
